tile,site_id,col_off,row_off,width,height,ulx,uly,pixel_size,crs
UK016_r00000_c00000,UK016,0,0,640,640,542142.0,195850.0,0.25,EPSG:27700
UK016_r00076_c00000,UK016,0,76,640,640,542142.0,195831.0,0.25,EPSG:27700
