tile,site_id,col_off,row_off,width,height,ulx,uly,pixel_size,crs
UK011_r00000_c00000,UK011,0,0,640,640,519517.5,176931.5,0.25,EPSG:27700
UK011_r00000_c00213,UK011,213,0,640,640,519570.75,176931.5,0.25,EPSG:27700
UK011_r00426_c00000,UK011,0,426,640,640,519517.5,176825.0,0.25,EPSG:27700
UK011_r00426_c00213,UK011,213,426,640,640,519570.75,176825.0,0.25,EPSG:27700
